championship_name,track_id,name,month,week_end,mandatory,type,duration,start_time
NTT IndyCar,Daytona_Speedway_Tri_Oval,Daytona Mile,8,4,TRUE,laps,100,
NTT IndyCar,Laguna_Seca_2020,IndyCar Grand Prix of Monterey,9,1,TRUE,laps,95,
NTT IndyCar,Watkins_Glen_GP,Indy at the Glen,4,2,TRUE,laps,73,
NTT IndyCar,Road_Atlanta,Dixie Grand Prix,4,2,TRUE,laps,78,
NTT IndyCar,Sebring,Flying High Sebring,6,3,TRUE,laps,85,
NTT IndyCar,Jacarepagua_OVAL,Brazilian Indy Race,7,4,TRUE,laps,120,
Nürburgring Langstrecken-Serie,Nordschleife_2025_24hr,NLS1 Westfalenfahrt,3,2,TRUE,time,240,12:00
Nürburgring Langstrecken-Serie,Nordschleife_2025_24hr,NLS2 Barbarossapreis,4,1,TRUE,time,240,12:00
Nürburgring Langstrecken-Serie,Nordschleife_2025_24hr,NLS3 24h Qualifiers,4,3,TRUE,time,240,12:00
Nürburgring Langstrecken-Serie,Nordschleife_2025_24hr,NLS4 Adenauer Trophy,5,1,TRUE,time,240,12:00
Nürburgring Langstrecken-Serie,Nordschleife_2025_24hr,NLS5 Eifel Trophy,6,2,TRUE,time,240,12:00
Nürburgring Langstrecken-Serie,Nordschleife_2025_24hr,NLS6,7,3,TRUE,time,240,12:00
Nürburgring Langstrecken-Serie,Nordschleife_2025_24hr,NLS7 6h Ruhr-Pokal-Rennen,8,1,TRUE,time,360,12:00
Nürburgring Langstrecken-Serie,Nordschleife_2025_24hr,NLS8 Sportwarte-Trophy,9,2,TRUE,time,240,12:00
Porsche Carrera Cup North America,Daytona_Road_Course,Daytona International Speedway,3,2,FALSE,time,30,
Porsche Carrera Cup North America,Sebring,Sebring International Raceway,4,3,FALSE,time,30,
Porsche Carrera Cup North America,Laguna_Seca_2020,WeatherTech Raceway Laguna Seca,5,2,FALSE,time,30,
Porsche Carrera Cup North America,Watkins_Glen_GP,Watkins Glen International,6,3,FALSE,time,30,
Porsche Carrera Cup North America,Montreal_Modern,Circuit Gilles Villeneuve,7,2,FALSE,time,30,
Porsche Carrera Cup North America,Road_America_RC,Road America,8,1,FALSE,time,30,
Porsche Carrera Cup North America,Virginia_Full,VIRginia International Raceway,8,4,FALSE,time,30,
Porsche Carrera Cup North America,Indianapolis_2022_RC,Indianapolis Motor Speedway,9,3,FALSE,time,30,
Porsche Carrera Cup UK,Donington_Nat,Donington Park Grand Prix Circuit,4,1,FALSE,time,30,
Porsche Carrera Cup UK,BrandsHatch_GP,Brands Hatch GP Classic,5,1,FALSE,time,30,
Porsche Carrera Cup UK,Silverstone_2001_National,Silverstone National Sprint,5,4,FALSE,time,30,
Porsche Carrera Cup UK,OultonPark_International,Oulton Park International,6,3,FALSE,time,30,
Porsche Carrera Cup UK,Snetterton_300,Snetterton 300 Trophy,7,1,FALSE,time,30,
Porsche Carrera Cup UK,CadwellPark,Lincolnshire Wolds Classic,7,4,FALSE,time,30,
Porsche Carrera Cup UK,Silverstone_2001_International,Silverstone: The Home of British Racing,8,4,FALSE,time,30,
Porsche Carrera Cup UK,Donington_GP,Leicestershire Season Finale,9,2,FALSE,time,30,
Porsche Carrera Supercup,Imola_GP_2018,Grand Prix dell'Emilia-Romagna,5,2,FALSE,time,30,
Porsche Carrera Supercup,Azure_Circuit_2021,Grand Prix de Monaco,5,4,FALSE,time,30,
Porsche Carrera Supercup,Circuit_de_Catalunya_GP,Spanish Grand Prix,6,2,FALSE,time,30,
Porsche Carrera Supercup,Spielberg_Modern,Austrian Grand Prix,6,4,FALSE,time,30,
Porsche Carrera Supercup,Spa_Francorchamps_2022,Belgian Grand Prix,7,2,FALSE,time,30,
Porsche Carrera Supercup,Hungaroring_GP_2025,Hungarian Grand Prix,7,3,FALSE,time,30,
Porsche Carrera Supercup,Hockenheim_GP,German Grand Prix,8,2,FALSE,time,30,
Porsche Carrera Supercup,Silverstone_GP,British Grand Prix,8,4,FALSE,time,30,
Porsche Carrera Supercup,Monza_2020,Italian Grand Prix,9,2,FALSE,time,30,
Radical Cup Europe,Donington_GP,Donington Continental Trophy,3,1,FALSE,time,40,
Radical Cup Europe,Monza_2020,Monza Speed-Ring Masters,4,3,FALSE,time,40,
Radical Cup Europe,Hungaroring_GP_2025,Hungaroring Showdown,4,4,FALSE,time,40,
Radical Cup Europe,Spa_Francorchamps_2022,Spa-Francorchamps Ardennes Challenge,5,2,FALSE,time,40,
Radical Cup Europe,Le_Mans_Circuit_Bugatti,Bugatti Circuit Endurance Sprint,6,3,FALSE,time,40,
Radical Cup Europe,Nurb_GP_2020,Eifel Grand Prix Showcase,7,2,FALSE,time,40,
Radical Cup Europe,Circuit_de_Catalunya_GP,Barcelona European Season Finale,9,1,FALSE,time,40,
Radical Cup North America,Sebring,Florida Aero-Slam,3,1,TRUE,time,40,
Radical Cup North America,Laguna_Seca_2020,Pacific Apex Trophy,4,3,TRUE,time,40,
Radical Cup North America,Watkins_Glen_GP,Empire State Prototype Shootout,5,2,TRUE,time,40,
Radical Cup North America,Road_America_RC,Elkhart Lake National Sprint,6,3,TRUE,time,40,
Radical Cup North America,Road_Atlanta,Red Clay Continental,7,2,TRUE,time,40,
Radical Cup North America,Virginia_Full,Old Dominion Finals,9,1,TRUE,time,40,
USF Junior,Adelaide_Modern,Adelaide Speedy Race,3,1,FALSE,laps,36,
USF Junior,BrandsHatch_GP,Kent Kids Racing Day,3,4,FALSE,laps,36,
USF Junior,Long_Beach,Long Beach Fun Wheels,4,3,FALSE,laps,36,
USF Junior,Indianapolis_2022_RC,Sonsio Happy Grand Race,5,2,FALSE,laps,34,
USF Junior,Donington_GP,Donington Zoom-Zoom 200,7,1,FALSE,laps,36,
USF Junior,Fontana_OVAL,Borchetta Big Fast 400,7,3,FALSE,laps,34,
USF Junior,Cascais,Estoril Super Car Party,8,2,FALSE,laps,32,
USF Junior,Le_Mans_Circuit_Bugatti,Ontario Racing Friends,8,3,FALSE,laps,32,
USF Junior,Laguna_Seca_2020,Monterey Fast Cars Day,9,1,FALSE,laps,38,
USF Junior,Sebring,Sebring Fly-High Race,6,3,FALSE,laps,34,
USF Pro 2000,Adelaide_Modern,Adelaide Speedway International,3,1,FALSE,laps,25,
USF Pro 2000,Pocono_Oval,Pocono Thunder Clash,3,2,FALSE,laps,80,
USF Pro 2000,BrandsHatch_GP,Kent Rising Stars Indy Cup,3,4,FALSE,laps,25,
USF Pro 2000,Long_Beach,Pacific Coast Street Classic,4,3,FALSE,laps,25,
USF Pro 2000,Indianapolis_2022_RC,Sonsio Racing Showcase,5,2,FALSE,laps,23,
USF Pro 2000,Indianapolis_2022_Oval,Indianapolis Endurance Classic,5,4,FALSE,laps,70,
USF Pro 2000,Gateway_OVAL,Bommarito Motor Speedway 500,6,2,FALSE,laps,90,
USF Pro 2000,Donington_GP,Donington Open Wheel 200,7,1,FALSE,laps,24,
USF Pro 2000,Fontana_OVAL,Borchetta Barrel Run 400,7,3,FALSE,laps,23,
USF Pro 2000,Cascais,Estoril Tech Racing Festival,8,2,FALSE,laps,20,
USF Pro 2000,Le_Mans_Circuit_Bugatti,Ontario Open Wheel Showcase,8,3,FALSE,laps,20,
USF Pro 2000,Daytona_Speedway_Tri_Oval,Daytona Superspeed Mile,8,4,FALSE,laps,25,
USF Pro 2000,Laguna_Seca_2020,Monterey Open Wheel Classic,9,1,FALSE,laps,26,
USF Pro 2000,Sebring,Sebring Skyway Sprint,6,3,FALSE,laps,23,
USF Pro 2000,Jacarepagua_OVAL,South America Indy Challenge,7,4,FALSE,laps,80,
USF2000,Adelaide_Modern,Adelaide Street Rush,3,1,FALSE,laps,18,
USF2000,BrandsHatch_GP,Kent Junior Speed Fest,3,4,FALSE,laps,18,
USF2000,Long_Beach,Long Beach Neon GP,4,3,FALSE,laps,18,
USF2000,Indianapolis_2022_RC,Sonsio Turbo Showdown,5,2,FALSE,laps,17,
USF2000,Donington_GP,Donington Speed Jam 200,7,1,FALSE,laps,18,
USF2000,Fontana_OVAL,Borchetta Night Run 400,7,3,FALSE,laps,17,
USF2000,Cascais,Estoril Digital Speed Cup,8,2,FALSE,laps,16,
USF2000,Le_Mans_Circuit_Bugatti,Ontario Street Racers Indy,8,3,FALSE,laps,16,
USF2000,Daytona_Speedway_Tri_Oval,Daytona Flat-Out Mile,8,4,FALSE,laps,20,
USF2000,Laguna_Seca_2020,Monterey Velocity GP,9,1,FALSE,laps,18,
USF2000,Sebring,Sebring Airborne Sprint,6,3,FALSE,laps,19,
World Endurance Championship,Sebring,Sebring 1812km,3,4,TRUE,time,600,11:00
World Endurance Championship,Imola_GP_2018,6 Hours of Imola,4,3,TRUE,time,360,
World Endurance Championship,Spa_Francorchamps_2022,6 Hours of Spa,5,2,TRUE,time,360,
World Endurance Championship,Le_Mans_24h,24 Hours of Le Mans,6,2,TRUE,time,1440,16:00
World Endurance Championship,Interlagos_GP,6 Hours of São Paulo,7,2,TRUE,time,360,
World Endurance Championship,Watkins_Glen_GP,Lone Star Le Mans,9,1,TRUE,time,360,
World Endurance Championship,Kansai_GP,6 Hours of Suzuka,9,4,TRUE,time,360,
World Endurance Championship,Monza_2020,8 Hours of Monza,11,1,TRUE,time,480,16:00
